caldt,vwretd
22/01/1974,0.009728
23/01/1974,0.005458
24/01/1974,-0.002033
25/01/1974,-0.000743
28/01/1974,-0.004665
29/01/1974,-0.001304
30/01/1974,0.010283
31/01/1974,-0.004044
01/02/1974,-0.011815
04/02/1974,-0.019106
05/02/1974,-0.003469
06/02/1974,0.003058
07/02/1974,0.001492
08/02/1974,-0.009050
11/02/1974,-0.016780
12/02/1974,0.000565
13/02/1974,-0.000072
14/02/1974,0.000466
15/02/1974,0.013283
19/02/1974,-0.000808
20/02/1974,0.012589
21/02/1974,0.012572
22/02/1974,0.008225
25/02/1974,-0.002049
26/02/1974,0.010023
27/02/1974,0.005296
28/02/1974,-0.001222
01/03/1974,-0.005819
04/03/1974,0.000323
05/03/1974,0.017454
06/03/1974,0.005843
07/03/1974,-0.009197
08/03/1974,0.007949
11/03/1974,0.010015
12/03/1974,0.002354
13/03/1974,0.005939
14/03/1974,0.000566
15/03/1974,-0.002916
18/03/1974,-0.012504
19/03/1974,-0.008244
20/03/1974,0.002875
21/03/1974,-0.001815
22/03/1974,-0.001327
25/03/1974,0.001954
26/03/1974,0.002237
27/03/1974,-0.013049
28/03/1974,-0.017912
29/03/1974,-0.007692
01/04/1974,-0.007396
02/04/1974,0.000469
03/04/1974,0.008364
04/04/1974,-0.000356
05/04/1974,-0.013579
08/04/1974,-0.010254
09/04/1974,0.005002
10/04/1974,-0.002038
11/04/1974,-0.002509
15/04/1974,-0.001370
16/04/1974,0.015836
17/04/1974,0.006990
18/04/1974,0.003927
19/04/1974,-0.009909
22/04/1974,-0.003770
23/04/1974,-0.017955
24/04/1974,-0.017294
25/04/1974,-0.009602
26/04/1974,0.006176
29/04/1974,-0.000223
30/04/1974,0.003317
01/05/1974,0.019512
02/05/1974,-0.000600
03/05/1974,-0.008006
06/05/1974,-0.001569
07/05/1974,0.001071
08/05/1974,-0.000043
09/05/1974,0.011203
10/05/1974,-0.015679
13/05/1974,-0.009810
14/05/1974,-0.000037
15/05/1974,-0.002324
16/05/1974,-0.006574
17/05/1974,-0.017504
20/05/1974,-0.004648
21/05/1974,0.000040
22/05/1974,-0.009446
23/05/1974,0.000350
24/05/1974,0.015121
28/05/1974,-0.001411
29/05/1974,-0.015601
30/05/1974,0.005309
31/05/1974,-0.001081
03/06/1974,0.018491
04/06/1974,0.012781
05/06/1974,0.002713
06/06/1974,0.017163
07/06/1974,0.007358
10/06/1974,0.006003
11/06/1974,-0.008254
12/06/1974,-0.004046
13/06/1974,0.002216
14/06/1974,-0.010101
17/06/1974,-0.013143
18/06/1974,-0.006435
19/06/1974,-0.007201
20/06/1974,-0.008238
21/06/1974,-0.009337
24/06/1974,0.000891
25/06/1974,0.012740
26/06/1974,-0.015207
27/06/1974,-0.015343
28/06/1974,-0.005334
01/07/1974,-0.001374
02/07/1974,-0.020680
03/07/1974,-0.001597
05/07/1974,-0.004734
08/07/1974,-0.031203
09/07/1974,0.002107
10/07/1974,-0.016413
11/07/1974,-0.001078
12/07/1974,0.039929
15/07/1974,0.008075
16/07/1974,-0.009927
17/07/1974,0.011180
18/07/1974,0.002519
19/07/1974,-0.000649
22/07/1974,0.003400
23/07/1974,0.010820
24/07/1974,0.003993
25/07/1974,-0.011400
26/07/1974,-0.016720
29/07/1974,-0.017642
30/07/1974,-0.005424
31/07/1974,-0.014630
01/08/1974,-0.006564
02/08/1974,-0.002231
05/08/1974,0.008702
06/08/1974,0.015614
07/08/1974,0.024621
08/08/1974,-0.011444
09/08/1974,-0.006243
12/08/1974,-0.011195
13/08/1974,-0.015999
14/08/1974,-0.021599
15/08/1974,-0.005617
16/08/1974,-0.007925
19/08/1974,-0.014170
20/08/1974,0.004267
21/08/1974,-0.017376
22/08/1974,-0.011336
23/08/1974,-0.015874
26/08/1974,0.007135
27/08/1974,-0.015367
28/08/1974,-0.003022
29/08/1974,-0.012301
30/08/1974,0.028001
03/09/1974,-0.021353
04/09/1974,-0.026580
05/09/1974,0.029309
06/09/1974,0.007741
09/09/1974,-0.022575
10/09/1974,-0.007687
11/09/1974,-0.008674
12/09/1974,-0.025519
13/09/1974,-0.021260
16/09/1974,0.014425
17/09/1974,0.016938
18/09/1974,0.004085
19/09/1974,0.033774
20/09/1974,0.003634
23/09/1974,-0.007073
24/09/1974,-0.018039
25/09/1974,-0.003682
26/09/1974,-0.016316
27/09/1974,-0.020732
30/09/1974,-0.023239
01/10/1974,-0.002261
02/10/1974,0.001464
03/10/1974,-0.016401
04/10/1974,0.001114
07/10/1974,0.037611
08/10/1974,-0.001088
09/10/1974,0.042640
10/10/1974,0.029514
11/10/1974,0.019873
14/10/1974,0.022934
15/10/1974,-0.015934
16/10/1974,-0.013412
17/10/1974,0.010779
18/10/1974,0.013884
21/10/1974,0.016583
22/10/1974,-0.002534
23/10/1974,-0.024916
24/10/1974,-0.011928
25/10/1974,-0.000275
28/10/1974,-0.000749
29/10/1974,0.034049
30/10/1974,0.019618
31/10/1974,-0.002929
01/11/1974,0.000038
04/11/1974,-0.009153
05/11/1974,0.025064
06/11/1974,-0.001118
07/11/1974,0.007415
08/11/1974,-0.002019
11/11/1974,0.003418
12/11/1974,-0.019253
13/11/1974,-0.004897
14/11/1974,-0.002434
15/11/1974,-0.013109
18/11/1974,-0.034982
19/11/1974,-0.016558
20/11/1974,-0.004192
21/11/1974,0.005054
22/11/1974,0.010843
25/11/1974,-0.001263
26/11/1974,0.008938
27/11/1974,0.006958
29/11/1974,0.000910
02/12/1974,-0.024422
03/12/1974,-0.014551
04/12/1974,0.002237
05/12/1974,-0.018961
06/12/1974,-0.017154
09/12/1974,0.005497
10/12/1974,0.022672
11/12/1974,0.006389
12/12/1974,-0.002837
13/12/1974,-0.005051
16/12/1974,-0.008662
17/12/1974,0.013338
18/12/1974,0.004909
19/12/1974,-0.003132
20/12/1974,-0.010933
23/12/1974,-0.014125
24/12/1974,0.013099
26/12/1974,0.008784
27/12/1974,-0.003912
30/12/1974,-0.000535
31/12/1974,0.021875
02/01/1975,0.025240
03/01/1975,0.008059
06/01/1975,0.007840
07/01/1975,0.000437
08/01/1975,-0.010596
09/01/1975,0.016434
10/01/1975,0.021184
13/01/1975,-0.003292
14/01/1975,-0.007660
15/01/1975,0.006939
16/01/1975,0.001562
17/01/1975,-0.012088
20/01/1975,0.000560
21/01/1975,-0.003720
22/01/1975,0.011075
23/01/1975,0.005461
24/01/1975,0.012639
27/01/1975,0.033293
28/01/1975,0.004716
29/01/1975,0.014972
30/01/1975,-0.010980
31/01/1975,0.009959
03/02/1975,0.012399
04/02/1975,-0.003060
05/02/1975,0.016428
06/02/1975,-0.001054
07/02/1975,-0.000318
10/02/1975,-0.002860
11/02/1975,0.001760
12/02/1975,0.015512
13/02/1975,0.013534
14/02/1975,0.005419
18/02/1975,-0.006821
19/02/1975,0.005054
20/02/1975,0.009380
21/02/1975,0.004667
24/02/1975,-0.012446
25/02/1975,-0.022030
26/02/1975,0.008497
27/02/1975,0.005101
28/02/1975,0.008502
03/03/1975,0.016929
04/03/1975,0.006875
05/03/1975,-0.007478
06/03/1975,0.008709
07/03/1975,0.007421
10/03/1975,0.007545
11/03/1975,-0.004783
12/03/1975,-0.008825
13/03/1975,0.002737
14/03/1975,0.013471
17/03/1975,0.014040
18/03/1975,-0.008657
19/03/1975,-0.008402
20/03/1975,-0.006604
21/03/1975,-0.001811
24/03/1975,-0.022471
25/03/1975,0.006013
26/03/1975,0.017614
27/03/1975,0.003756
31/03/1975,-0.005258
01/04/1975,-0.007779
02/04/1975,-0.001893
03/04/1975,-0.010225
04/04/1975,-0.005813
07/04/1975,-0.006551
08/04/1975,0.006214
09/04/1975,0.020003
10/04/1975,0.010127
11/04/1975,0.005914
14/04/1975,0.015667
15/04/1975,0.006944
16/04/1975,0.004216
17/04/1975,0.007672
18/04/1975,-0.008819
21/04/1975,0.010909
22/04/1975,-0.002391
23/04/1975,-0.010226
24/04/1975,-0.000239
25/04/1975,0.007182
28/04/1975,-0.003480
29/04/1975,-0.007264
30/04/1975,0.016260
01/05/1975,0.008524
02/05/1975,0.012518
05/05/1975,0.009584
06/05/1975,-0.012183
07/05/1975,0.004790
08/05/1975,0.007323
09/05/1975,0.011380
12/05/1975,0.000438
13/05/1975,0.008047
14/05/1975,0.007529
15/05/1975,-0.007242
16/05/1975,-0.009142
19/05/1975,0.000910
20/05/1975,-0.003699
21/05/1975,-0.010796
22/05/1975,0.003989
23/05/1975,0.013186
27/05/1975,-0.000607
28/05/1975,-0.006392
29/05/1975,0.000108
30/05/1975,0.016440
02/06/1975,0.014271
03/06/1975,0.003458
04/06/1975,-0.001672
05/06/1975,0.001350
06/06/1975,-0.000956
09/06/1975,-0.012261
10/06/1975,-0.008267
11/06/1975,0.001587
12/06/1975,-0.004872
13/06/1975,0.005080
16/06/1975,0.009660
17/06/1975,-0.008070
18/06/1975,-0.001577
19/06/1975,0.017545
20/06/1975,0.006787
23/06/1975,0.010409
24/06/1975,0.006578
25/06/1975,0.004446
26/06/1975,0.002300
27/06/1975,0.000362
30/06/1975,0.004664
01/07/1975,-0.003705
02/07/1975,-0.007675
03/07/1975,0.003485
07/07/1975,-0.007913
08/07/1975,-0.001491
09/07/1975,0.015420
10/07/1975,0.000971
11/07/1975,-0.000027
14/07/1975,0.005647
15/07/1975,0.004929
16/07/1975,-0.009550
17/07/1975,-0.008658
18/07/1975,-0.003168
21/07/1975,-0.006958
22/07/1975,-0.011497
23/07/1975,-0.014382
24/07/1975,-0.003182
25/07/1975,-0.007748
28/07/1975,-0.007102
29/07/1975,-0.006089
30/07/1975,0.006846
31/07/1975,0.000169
01/08/1975,-0.009491
04/08/1975,-0.009405
05/08/1975,-0.011128
06/08/1975,0.000220
07/08/1975,-0.000236
08/08/1975,-0.003275
11/08/1975,0.004791
12/08/1975,0.006692
13/08/1975,-0.011889
14/08/1975,-0.005350
15/08/1975,0.007610
18/08/1975,-0.001868
19/08/1975,-0.015457
20/08/1975,-0.019901
21/08/1975,-0.001221
22/08/1975,0.014165
25/08/1975,0.009531
26/08/1975,-0.011454
27/08/1975,0.004931
28/08/1975,0.022726
29/08/1975,0.007387
02/09/1975,-0.015351
03/09/1975,0.004694
04/09/1975,0.001714
05/09/1975,-0.006049
08/09/1975,0.001763
09/09/1975,-0.013158
10/09/1975,-0.011398
11/09/1975,-0.003755
12/09/1975,-0.002179
15/09/1975,-0.005267
16/09/1975,-0.009206
17/09/1975,0.001938
18/09/1975,0.018347
19/09/1975,0.022171
22/09/1975,-0.007967
23/09/1975,-0.001519
24/09/1975,0.009745
25/09/1975,-0.001628
26/09/1975,0.005086
29/09/1975,-0.012061
30/09/1975,-0.013783
01/10/1975,-0.011259
02/10/1975,0.008968
03/10/1975,0.023581
06/10/1975,0.010329
07/10/1975,-0.001153
08/10/1975,0.012057
09/10/1975,0.004452
10/10/1975,-0.000838
13/10/1975,0.013362
14/10/1975,-0.000376
15/10/1975,-0.000608
16/10/1975,0.001668
17/10/1975,-0.005947
20/10/1975,0.009252
21/10/1975,0.007878
22/10/1975,0.001734
23/10/1975,0.005051
24/10/1975,-0.012969
27/10/1975,-0.000922
28/10/1975,0.007887
29/10/1975,-0.012953
30/10/1975,-0.001554
31/10/1975,-0.002322
03/11/1975,-0.008989
04/11/1975,0.004316
05/11/1975,0.008316
06/11/1975,0.004379
07/11/1975,-0.001232
10/11/1975,0.000366
11/11/1975,0.006340
12/11/1975,0.014848
13/11/1975,-0.000235
14/11/1975,-0.000922
17/11/1975,0.005048
18/11/1975,-0.004951
19/11/1975,-0.010736
20/11/1975,-0.003667
21/11/1975,-0.000395
24/11/1975,0.003003
25/11/1975,0.009413
26/11/1975,0.003162
28/11/1975,0.003135
01/12/1975,-0.005352
02/12/1975,-0.015317
03/12/1975,-0.020241
04/12/1975,0.001524
05/12/1975,-0.010403
08/12/1975,0.001445
09/12/1975,0.001053
10/12/1975,0.009060
11/12/1975,-0.002209
12/12/1975,-0.000376
15/12/1975,0.002158
16/12/1975,0.009547
17/12/1975,0.003120
18/12/1975,0.003475
19/12/1975,-0.006057
22/12/1975,-0.007085
23/12/1975,0.005970
24/12/1975,0.008518
26/12/1975,0.009078
29/12/1975,-0.001370
30/12/1975,-0.003497
31/12/1975,0.006564
02/01/1976,0.008232
05/01/1976,0.018067
06/01/1976,0.012214
07/01/1976,0.005371
08/01/1976,0.006731
09/01/1976,0.004473
12/01/1976,0.013304
13/01/1976,-0.006916
14/01/1976,0.016059
15/01/1976,-0.003899
16/01/1976,0.004578
19/01/1976,0.012207
20/01/1976,0.004928
21/01/1976,-0.004607
22/01/1976,-0.001701
23/01/1976,0.011742
26/01/1976,0.004386
27/01/1976,-0.004936
28/01/1976,-0.004476
29/01/1976,0.016406
30/01/1976,0.007567
02/02/1976,0.001673
03/02/1976,0.004401
04/02/1976,0.008833
05/02/1976,-0.012541
06/02/1976,-0.008230
09/02/1976,0.002809
10/02/1976,0.007870
11/02/1976,0.004569
12/02/1976,-0.003436
13/02/1976,-0.003901
17/02/1976,-0.004781
18/02/1976,0.007820
19/02/1976,0.016150
20/02/1976,0.006970
23/02/1976,-0.002791
24/02/1976,0.004899
25/02/1976,-0.001644
26/02/1976,-0.014330
27/02/1976,-0.006408
01/03/1976,0.003109
02/03/1976,0.005799
03/03/1976,-0.005392
04/03/1976,-0.009328
05/03/1976,0.001518
08/03/1976,0.010130
09/03/1976,0.002661
10/03/1976,0.003824
11/03/1976,0.008563
12/03/1976,-0.008521
15/03/1976,-0.010995
16/03/1976,0.009886
17/03/1976,0.000025
18/03/1976,-0.003902
19/03/1976,0.001096
22/03/1976,0.000865
23/03/1976,0.013033
24/03/1976,0.010396
25/03/1976,-0.005262
26/03/1976,0.001086
29/03/1976,-0.003916
30/03/1976,-0.004011
31/03/1976,0.006346
01/04/1976,-0.004034
02/04/1976,0.000351
05/04/1976,0.011706
06/04/1976,-0.000586
07/04/1976,-0.011489
08/04/1976,-0.009503
09/04/1976,-0.010120
12/04/1976,-0.001766
13/04/1976,0.006580
14/04/1976,-0.005901
15/04/1976,0.003560
19/04/1976,0.006929
20/04/1976,0.014729
21/04/1976,0.003874
22/04/1976,-0.001983
23/04/1976,-0.006264
26/04/1976,0.000960
27/04/1976,-0.004937
28/04/1976,0.001835
29/04/1976,-0.000163
30/04/1976,-0.003746
03/05/1976,-0.008069
04/05/1976,0.005721
05/05/1976,-0.004098
06/05/1976,0.003097
07/05/1976,0.007625
10/05/1976,0.012356
11/05/1976,-0.000404
12/05/1976,-0.001332
13/05/1976,-0.005132
14/05/1976,-0.007416
17/05/1976,-0.002765
18/05/1976,0.001333
19/05/1976,-0.000159
20/05/1976,0.006351
21/05/1976,-0.005254
24/05/1976,-0.016277
25/05/1976,-0.000743
26/05/1976,-0.000468
27/05/1976,-0.000917
28/05/1976,0.007391
01/06/1976,-0.002364
02/06/1976,0.003088
03/06/1976,-0.000416
04/06/1976,-0.008600
07/06/1976,-0.004935
08/06/1976,0.001593
09/06/1976,-0.000286
10/06/1976,0.007844
11/06/1976,0.011761
14/06/1976,0.009919
15/06/1976,-0.003844
16/06/1976,0.005671
17/06/1976,0.014392
18/06/1976,0.002281
21/06/1976,0.004016
22/06/1976,-0.006642
23/06/1976,-0.002109
24/06/1976,0.006102
25/06/1976,0.000322
28/06/1976,-0.002150
29/06/1976,0.003784
30/06/1976,0.004679
01/07/1976,-0.006377
02/07/1976,0.004829
06/07/1976,-0.004356
07/07/1976,0.002588
08/07/1976,0.001809
09/07/1976,0.008941
12/07/1976,0.007749
13/07/1976,-0.001696
14/07/1976,0.002768
15/07/1976,-0.005794
16/07/1976,-0.004716
19/07/1976,-0.003086
20/07/1976,-0.006009
21/07/1976,0.000912
22/07/1976,0.001244
23/07/1976,0.001297
26/07/1976,-0.000584
27/07/1976,-0.004785
28/07/1976,-0.003759
29/07/1976,-0.001268
30/07/1976,0.004207
02/08/1976,-0.001435
03/08/1976,0.008921
04/08/1976,0.002380
05/08/1976,-0.004122
06/08/1976,-0.000048
09/08/1976,-0.002044
10/08/1976,0.007951
11/08/1976,-0.002310
12/08/1976,0.000833
13/08/1976,0.000775
16/08/1976,0.001772
17/08/1976,0.003176
18/08/1976,-0.001941
19/08/1976,-0.011407
20/08/1976,-0.008726
23/08/1976,-0.004042
24/08/1976,-0.005894
25/08/1976,0.007774
26/08/1976,-0.006071
27/08/1976,0.001170
30/08/1976,0.005324
31/08/1976,0.007044
01/09/1976,0.010178
02/09/1976,-0.000188
03/09/1976,0.003877
07/09/1976,0.006297
08/09/1976,-0.000838
09/09/1976,-0.004132
10/09/1976,0.002448
13/09/1976,-0.002684
14/09/1976,-0.002732
15/09/1976,0.002175
16/09/1976,0.008885
17/09/1976,0.008796
20/09/1976,0.001298
21/09/1976,0.012384
22/09/1976,-0.002570
23/09/1976,-0.004471
24/09/1976,-0.000766
27/09/1976,0.003760
28/09/1976,-0.011053
29/09/1976,-0.005092
30/09/1976,-0.001188
01/10/1976,-0.008872
04/10/1976,-0.001295
05/10/1976,-0.007147
06/10/1976,-0.004089
07/10/1976,0.005936
08/10/1976,-0.008055
11/10/1976,-0.008995
12/10/1976,-0.007691
13/10/1976,0.011085
14/10/1976,-0.011341
15/10/1976,0.001210
18/10/1976,0.005538
19/10/1976,-0.000324
20/10/1976,0.002515
21/10/1976,-0.007782
22/10/1976,-0.007374
25/10/1976,0.001045
26/10/1976,0.008767
27/10/1976,0.005780
28/10/1976,-0.000957
29/10/1976,0.011958
01/11/1976,0.002547
03/11/1976,-0.011320
04/11/1976,0.007904
05/11/1976,-0.011697
08/11/1976,-0.011186
09/11/1976,-0.003211
10/11/1976,-0.004468
11/11/1976,0.007083
12/11/1976,-0.002861
15/11/1976,0.005130
16/11/1976,0.002329
17/11/1976,0.006040
18/11/1976,0.012696
19/11/1976,0.001610
22/11/1976,0.006235
23/11/1976,-0.004055
24/11/1976,0.005305
26/11/1976,0.006719
29/11/1976,-0.005861
30/11/1976,-0.003029
01/12/1976,0.004503
02/12/1976,-0.002411
03/12/1976,0.005821
06/12/1976,0.008070
07/12/1976,0.000314
08/12/1976,0.005296
09/12/1976,0.005598
10/12/1976,0.002313
13/12/1976,0.000810
14/12/1976,0.004278
15/12/1976,0.000868
16/12/1976,-0.002613
17/12/1976,-0.003897
20/12/1976,-0.005206
21/12/1976,0.004662
22/12/1976,0.005064
23/12/1976,0.000793
27/12/1976,0.010985
28/12/1976,0.006521
29/12/1976,-0.003041
30/12/1976,0.005502
31/12/1976,0.006030
03/01/1977,-0.002615
04/01/1977,-0.009603
05/01/1977,-0.007331
06/01/1977,0.002050
07/01/1977,0.001023
10/01/1977,0.001314
11/01/1977,-0.009148
12/01/1977,-0.006458
13/01/1977,0.008292
14/01/1977,0.000017
17/01/1977,-0.001953
18/01/1977,-0.002764
19/01/1977,0.005108
20/01/1977,-0.007138
21/01/1977,0.003721
24/01/1977,0.000402
25/01/1977,-0.000253
26/01/1977,-0.006416
27/01/1977,-0.005508
28/01/1977,0.000482
31/01/1977,0.000213
01/02/1977,0.005350
02/02/1977,-0.000742
03/02/1977,-0.003638
04/02/1977,0.001962
07/02/1977,0.000693
08/02/1977,-0.002309
09/02/1977,-0.008314
10/02/1977,0.001110
11/02/1977,-0.005030
14/02/1977,0.004356
15/02/1977,0.002988
16/02/1977,0.003962
17/02/1977,-0.005082
18/02/1977,-0.002661
22/02/1977,-0.000183
23/02/1977,-0.002831
24/02/1977,-0.005927
25/02/1977,-0.001638
28/02/1977,0.002163
01/03/1977,0.008654
02/03/1977,-0.002038
03/03/1977,0.004438
04/03/1977,0.003615
07/03/1977,0.001316
08/03/1977,-0.003198
09/03/1977,-0.006821
10/03/1977,0.004648
11/03/1977,0.000813
14/03/1977,0.006357
15/03/1977,0.004600
16/03/1977,0.002146
17/03/1977,-0.000476
18/03/1977,-0.001822
21/03/1977,-0.004315
22/03/1977,-0.002004
23/03/1977,-0.007472
24/03/1977,-0.004475
25/03/1977,-0.005576
28/03/1977,-0.001238
29/03/1977,0.005652
30/03/1977,-0.010700
31/03/1977,-0.001161
01/04/1977,0.007804
04/04/1977,-0.008706
05/04/1977,-0.002727
06/04/1977,-0.000578
07/04/1977,0.003197
11/04/1977,0.005051
12/04/1977,0.012196
13/04/1977,0.000759
14/04/1977,0.008453
15/04/1977,0.000436
18/04/1977,-0.003832
19/04/1977,-0.003134
20/04/1977,0.003653
21/04/1977,-0.006251
22/04/1977,-0.011758
25/04/1977,-0.012226
26/04/1977,-0.000436
27/04/1977,0.008546
28/04/1977,0.002245
29/04/1977,0.002705
02/05/1977,0.005624
03/05/1977,0.004812
04/05/1977,0.005795
05/05/1977,0.002896
06/05/1977,-0.004003
09/05/1977,-0.001879
10/05/1977,0.003182
11/05/1977,-0.005430
12/05/1977,-0.000225
13/05/1977,0.003382
16/05/1977,0.004173
17/05/1977,0.002768
18/05/1977,0.005073
19/05/1977,-0.002965
20/05/1977,-0.003506
23/05/1977,-0.010977
24/05/1977,-0.004620
25/05/1977,-0.008088
26/05/1977,0.001576
27/05/1977,-0.006071
31/05/1977,-0.002285
01/06/1977,0.007395
02/06/1977,-0.001268
03/06/1977,0.008960
06/06/1977,-0.003661
07/06/1977,0.004446
08/06/1977,0.005334
09/06/1977,-0.000032
10/06/1977,0.003081
13/06/1977,0.003366
14/06/1977,0.009876
15/06/1977,-0.001638
16/06/1977,0.003151
17/06/1977,0.001667
20/06/1977,0.004466
21/06/1977,0.003379
22/06/1977,-0.001661
23/06/1977,0.002515
24/06/1977,0.005893
27/06/1977,-0.000954
28/06/1977,-0.006924
29/06/1977,-0.000563
30/06/1977,0.003618
01/07/1977,-0.002230
05/07/1977,0.000190
06/07/1977,-0.004296
07/07/1977,0.003364
08/07/1977,0.000184
11/07/1977,-0.002202
12/07/1977,-0.000706
13/07/1977,0.002018
15/07/1977,0.006186
18/07/1977,0.006242
19/07/1977,0.006621
20/07/1977,-0.000173
21/07/1977,-0.000952
22/07/1977,0.000799
25/07/1977,-0.006465
26/07/1977,-0.005309
27/07/1977,-0.015803
28/07/1977,-0.000037
29/07/1977,-0.000083
01/08/1977,0.003655
02/08/1977,-0.005851
03/08/1977,-0.001900
04/08/1977,0.005089
05/08/1977,0.000416
08/08/1977,-0.005668
09/08/1977,0.000876
10/08/1977,0.007228
11/08/1977,-0.005117
12/08/1977,-0.002932
15/08/1977,0.002396
16/08/1977,-0.003510
17/08/1977,-0.000224
18/08/1977,0.000020
19/08/1977,-0.002317
22/08/1977,0.002810
23/08/1977,-0.001251
24/08/1977,-0.003545
25/08/1977,-0.008891
26/08/1977,-0.000789
29/08/1977,0.008156
30/08/1977,-0.004624
31/08/1977,0.002681
01/09/1977,0.001602
02/09/1977,0.006516
06/09/1977,0.001902
07/09/1977,0.002816
08/09/1977,-0.006000
09/09/1977,-0.008268
12/09/1977,-0.002851
13/09/1977,0.000309
14/09/1977,0.003746
15/09/1977,0.003371
16/09/1977,-0.002815
19/09/1977,-0.005603
20/09/1977,0.000253
21/09/1977,-0.007121
22/09/1977,-0.000532
23/09/1977,-0.000074
26/09/1977,0.002611
27/09/1977,-0.001050
28/09/1977,0.000587
29/09/1977,0.005257
30/09/1977,0.007042
03/10/1977,0.002865
04/10/1977,-0.005799
05/10/1977,-0.003379
06/10/1977,0.003677
07/10/1977,0.000169
10/10/1977,-0.001506
11/10/1977,-0.007299
12/10/1977,-0.011012
13/10/1977,-0.006770
14/10/1977,0.000617
17/10/1977,-0.000954
18/10/1977,-0.000003
19/10/1977,-0.010241
20/10/1977,0.002069
21/10/1977,-0.002235
24/10/1977,-0.007595
25/10/1977,-0.008099
26/10/1977,0.009942
27/10/1977,0.003918
28/10/1977,0.003604
31/10/1977,-0.001679
01/11/1977,-0.009367
02/11/1977,-0.005859
03/11/1977,0.001639
04/11/1977,0.009574
07/11/1977,0.008343
08/11/1977,0.002033
09/11/1977,0.005305
10/11/1977,0.019176
11/11/1977,0.013101
14/11/1977,-0.004782
15/11/1977,0.006613
16/11/1977,-0.003127
17/11/1977,-0.001945
18/11/1977,0.002758
21/11/1977,-0.000511
22/11/1977,0.008878
23/11/1977,0.006179
25/11/1977,0.003713
28/11/1977,-0.004951
29/11/1977,-0.013594
30/11/1977,0.001945
01/12/1977,0.000997
02/12/1977,0.000400
05/12/1977,-0.003251
06/12/1977,-0.014843
07/12/1977,-0.001186
08/12/1977,0.002201
09/12/1977,0.006852
12/12/1977,0.000585
13/12/1977,-0.000164
14/12/1977,0.003645
15/12/1977,-0.003563
16/12/1977,-0.000699
19/12/1977,-0.006759
20/12/1977,-0.003380
21/12/1977,0.005983
22/12/1977,0.006834
23/12/1977,0.008815
27/12/1977,-0.000021
28/12/1977,0.000505
29/12/1977,0.003326
30/12/1977,0.002126
03/01/1978,-0.012489
04/01/1978,-0.003758
05/01/1978,-0.007036
06/01/1978,-0.012090
09/01/1978,-0.011563
10/01/1978,-0.006130
11/01/1978,-0.005139
12/01/1978,0.002101
13/01/1978,-0.000136
16/01/1978,-0.003271
17/01/1978,0.005404
18/01/1978,0.007144
19/01/1978,-0.003284
20/01/1978,-0.001773
23/01/1978,-0.006331
24/01/1978,0.000453
25/01/1978,0.001757
26/01/1978,-0.007469
27/01/1978,0.000012
30/01/1978,0.007652
31/01/1978,-0.000623
01/02/1978,0.007962
02/02/1978,0.003508
03/02/1978,-0.002644
06/02/1978,0.000190
07/02/1978,0.007771
08/02/1978,0.005442
09/02/1978,-0.003434
10/02/1978,-0.000986
13/02/1978,-0.002454
14/02/1978,-0.007581
15/02/1978,-0.002398
16/02/1978,-0.007537
17/02/1978,-0.000750
21/02/1978,-0.003544
22/02/1978,0.000872
23/02/1978,0.001932
24/02/1978,0.008601
27/02/1978,-0.006676
28/02/1978,-0.007542
01/03/1978,0.001160
02/03/1978,0.002283
03/03/1978,0.001554
06/03/1978,-0.005051
07/03/1978,0.004955
08/03/1978,0.005198
09/03/1978,0.002164
10/03/1978,0.010566
13/03/1978,0.001183
14/03/1978,0.004164
15/03/1978,-0.001445
16/03/1978,0.004528
17/03/1978,0.007447
20/03/1978,0.006078
21/03/1978,-0.009429
22/03/1978,-0.002342
23/03/1978,-0.000288
27/03/1978,-0.003959
28/03/1978,0.006344
29/03/1978,0.002334
30/03/1978,-0.001886
31/03/1978,-0.001848
03/04/1978,-0.006868
04/04/1978,0.004130
05/04/1978,0.008304
06/04/1978,0.002680
07/04/1978,0.004778
10/04/1978,0.003271
11/04/1978,-0.001833
12/04/1978,-0.000148
13/04/1978,0.009760
14/04/1978,0.018778
17/04/1978,0.014046
18/04/1978,-0.009989
19/04/1978,0.003768
20/04/1978,0.007269
21/04/1978,-0.000728
24/04/1978,0.012593
25/04/1978,0.007979
26/04/1978,0.001895
27/04/1978,-0.008304
28/04/1978,0.008929
01/05/1978,0.008555
02/05/1978,-0.002367
03/05/1978,-0.006979
04/05/1978,-0.000361
05/05/1978,0.007190
08/05/1978,-0.002306
09/05/1978,-0.001374
10/05/1978,0.001290
11/05/1978,0.011348
12/05/1978,0.008784
15/05/1978,0.006125
16/05/1978,0.006741
17/05/1978,0.003212
18/05/1978,-0.007155
19/05/1978,-0.004031
22/05/1978,0.008547
23/05/1978,-0.007978
24/05/1978,-0.009512
25/05/1978,-0.001578
26/05/1978,-0.001451
30/05/1978,0.002591
31/05/1978,0.004092
01/06/1978,0.001366
02/06/1978,0.007895
05/06/1978,0.016179
06/06/1978,0.004657
07/06/1978,-0.001216
08/06/1978,0.002353
09/06/1978,-0.001301
12/06/1978,-0.002530
13/06/1978,0.000880
14/06/1978,-0.000435
15/06/1978,-0.009242
16/06/1978,-0.008255
19/06/1978,-0.001604
20/06/1978,-0.009208
21/06/1978,-0.006250
22/06/1978,0.002466
23/06/1978,-0.002460
26/06/1978,-0.012313
